userId,movieId,rating,timestamp
50,32659,2.5,1514240275
42,4153,3,996216406
21,45499,3.5,1418063317
51,7757,3.5,1230931776
5,21,4,847435238
57,2100,3,969753562
56,349,4,835799081
68,6,4,1158532058
29,3363,4.5,1362016600
83,7387,2,1333842261
64,253,4,1161521002
27,1584,4,962686711
62,1732,4.5,1521488871
17,904,4,1307262274
6,343,3,845555172
2,8798,3.5,1445714960
76,260,4,1439165601
6,330,3,845555071
68,50806,1,1271545694
84,289,3,860398550
62,161131,4,1521490226
68,158,3,1158533897
78,590,2,1252575130
63,1262,4,1443199811
89,34162,2.5,1520408665
47,140174,2.5,1496205483
76,953,2,1439167723
28,3996,2.5,1234515852
91,41,4,1112716937
28,63082,4,1234337982
68,3556,3,1158535348
45,5620,3,1035299453
50,74458,2.5,1527371316
18,923,5,1455059762
78,780,3.5,1252575127
62,79357,4.5,1526076526
19,3837,1,965704999
45,3269,3,950741248
64,5528,3.5,1161559969
89,158398,5,1520409184
42,1391,2,996221269
6,520,3,845553844
62,1221,5,1521488574
51,3918,5,1230931003
68,122904,4,1526947540
66,3526,4.5,1113189969
55,2490,3.5,1312747824
57,380,4,965797484
68,1201,3.5,1230497900
6,276,4,845553907
19,450,2,965706866
28,3683,2.5,1234338153
89,163527,4,1520408953
62,86911,4,1523788875
82,6287,4,1084466395
96,2948,3,964772778
21,44191,2.5,1418932060
78,32,3.5,1252575140
87,60,3,1270702696
66,3355,3.5,1113188675
68,6873,2.5,1158535629
64,6711,4,1161520401
82,1,2.5,1084467729
100,916,4.5,1100184150
46,454,5,834788146
29,296,3.5,1362016789
36,548,3,1100803739
9,5841,1,1044657318
100,356,4,1100184829
91,1380,2,1112713666
91,799,4,1112712586
28,3535,4,1242033133
45,5502,5,1034343599
62,8641,4,1521490412
19,1812,3,965705540
10,31433,2.5,1455357527
50,174055,2.5,1518168647
64,4448,3.5,1161565729
84,1272,5,860397207
68,5952,4,1158531245
21,2052,3,1500701912
4,4034,5,986848753
34,5378,4,1162048024
22,4979,3.5,1268726990
89,80860,2.5,1520408918
18,337,4,1455748833
28,49651,2.5,1242290424
51,7000,5,1230931824
91,4327,2.5,1112712909
18,2278,3.5,1464907405
73,71535,5,1464275275
21,5445,4.5,1418932153
57,1210,4,965798130
68,3824,2,1275957671
11,153,3,902154593
51,2151,3.5,1230931287
6,31,3,845553819
27,1148,5,962686041
75,2467,4,1158989849
20,5445,4.5,1054037115
91,2713,3,1112716769
89,3462,1,1520408276
4,52,3,964622786
41,6377,4,1459367565
19,3745,4,965702776
73,93272,3.5,1464198147
42,257,3,996215225
3,5919,5,1306463825
21,115617,4,1441393075
83,364,3.5,1333842074
77,8636,5,1535107569
10,2959,0.5,1455356582
68,79057,3.5,1293499804
100,237,4,1100186727
18,7147,4.5,1455049845
68,70521,4,1267237889
28,3033,3,1277002147
45,3298,4,953759895
19,3316,2,965703425
28,8937,2.5,1242289874
49,103335,4,1493093120
19,2144,3,965706297
33,21,4,939715904
91,7650,3.5,1112712463
63,2028,3.5,1443199838
68,2605,3.5,1158535237
74,8838,5,1207500100
28,2012,2.5,1242290920
73,75805,3,1464198246
89,6271,2,1520408848
64,1732,5,1161521585
9,5956,4,1044656962
78,1036,5,1252574711
68,1912,3,1158533750
66,2716,3.5,1093747713
80,56174,4.5,1377308393
42,2278,5,996219131
6,266,3,845553457
27,2530,3,965151252
62,122882,4,1521490340
91,919,3,1112713366
72,50,4.5,1217324720
51,6659,4,1230929951
66,1186,4.5,1113190204
64,1673,4.5,1161521563
62,135133,3.5,1525637477
45,316,4,950740601
73,66097,1.5,1464198516
68,2762,2.5,1158531219
66,1049,3.5,1113190210
42,1393,4,996218988
8,367,3,839463564
19,1485,3,965707044
68,55190,3,1240092906
19,3087,3,965706297
81,296,3,845299424
89,93006,4.5,1520409427
82,4386,2.5,1084466457
68,44709,4,1261085771
91,2001,2.5,1112713805
50,32031,2,1527542436
28,1120,3,1234334932
70,1962,4,1355184587
61,4011,4.5,1145532610
28,2686,3,1234569659
76,79132,4,1439167492
89,1230,1.5,1520408669
42,4317,3,996216438
91,3360,3.5,1112712026
68,139385,3,1526948372
19,637,2,965708098
10,66203,3.5,1455357596
19,2467,3,965712410
59,608,5,953610300
63,8665,3,1443200020
57,1268,3,972174580
19,316,2,965703785
20,2,3,1054038313
25,3578,5,1535470497
4,4765,5,1007569445
1,1377,3,964982653
41,8961,3,1459367596
7,1954,4.5,1106635657
45,4718,5,1020802962
68,1590,2,1158535903
73,68157,5,1464275211
93,2021,4,942947064
91,1206,5,1112713440
90,1183,4,856354212
73,58047,4.5,1464196245
42,383,4,996221233
68,41569,4.5,1158531585
43,225,4,848993879
16,3174,3.5,1377476640
64,4979,4,1161520782
45,1923,5,951170238
27,238,3,962685525
23,3822,3.5,1107164225
18,72998,4,1455749238
42,1580,4,996214503
64,153,2.5,1161520389
66,6874,5,1093747485
19,1356,3,965709478
21,26340,3,1418063547
68,56587,3,1261624092
2,89774,5,1445715189
82,6888,3.5,1084519540
18,3147,4,1455231412
19,1894,2,965707487
64,2858,2.5,1161520054
64,2100,3.5,1161521607
18,628,3.5,1459495567
10,109853,4,1455357656
39,1025,4,974788976
97,3981,4,1047481354
89,750,4.5,1520408265
57,2390,4,965796990
62,4973,4.5,1521488600
34,5349,5,1162048858
24,316,3.5,1458941812
57,2403,4,969754456
61,1101,1.5,1145531624
91,1377,3,1112712213
43,110,3,848993747
73,60126,3.5,1464197987
84,415,3,860398835
4,1219,4,964539961
68,1409,2.5,1261623578
4,1188,5,964538500
63,5464,4,1443290320
79,2427,2,975281975
15,60069,3.5,1510577951
62,6541,3.5,1525553960
84,36,5,857653289
82,5507,3.5,1084464070
68,1291,5,1158531732
68,1213,3.5,1240093011
21,1265,3.5,1428775428
57,110,4,965799491
54,480,3,839921084
16,849,4,1377476589
76,745,1,1439168612
50,71264,2,1527108180
72,344,3.5,1217324835
4,3538,2,986849212
85,538,4,889468460
63,1393,3.5,1443200314
68,60069,4.5,1233381171
42,2421,2,996216406
69,1645,4,1021643629
19,810,1,965704375
73,55768,4,1464198550
19,3397,2,965706019
45,1704,5,951756899
66,1,4,1104643957
18,1375,3.5,1455231757
64,2427,5,1161565686
38,208,1,841341271
68,364,4.5,1158531894
42,1373,4,996260152
68,1831,4,1158535297
45,4980,2,1007483743
73,69278,1,1464198963
19,291,2,965712018
6,105,3,845553757
25,60069,5,1535470523
20,2090,3,1054038269
19,374,2,965708038
16,204,2,1377476617
7,8207,4.5,1106713442
68,1032,2.5,1261623637
91,4850,4.5,1112717830
21,2,3.5,1419795031
91,1391,4,1112713509
45,1265,3,950724757
17,1210,5,1305696490
57,781,4,972174297
19,1816,1,965706415
45,3255,3,950740281
80,47610,5,1377308148
47,140715,4,1496207354
19,1265,4,965705677
95,2167,3,1043339571
16,4973,4,1377476860
51,59900,3,1230932750
91,8340,3.5,1112717259
28,33004,3,1277002101
51,6502,5,1230929358
89,94661,4,1520409642
51,1201,4,1230932475
23,6790,3.5,1107163498
51,2683,0.5,1230929249
16,1089,4,1377477608
68,6193,3.5,1240093148
45,3301,4,951169736
19,588,3,965706337
28,60040,3,1234572131
41,66097,4,1459368463
45,7294,4,1091305810
80,85414,4.5,1377308300
74,5995,5,1207499219
41,47,3.5,1458939486
68,3704,3.5,1269121360
31,1356,4,850466719
68,93721,4.5,1351295116
32,733,4,856736172
33,1027,3,939716819
52,47200,5,1468052042
42,4293,4,996260044
84,1011,3,860398764
6,196,3,845553586
63,10,3,1443201199
91,4092,2.5,1112717405
19,627,2,965711342
64,8832,3.5,1161530042
50,3730,4,1525359104
57,516,2,965797502
43,79,5,848994617
28,26695,3.5,1242289677
76,5956,3.5,1439165888
18,73268,3.5,1478632335
68,1711,2,1261623987
50,1252,4,1523039137
21,102125,3.5,1441393005
45,1021,2,951170628
68,110,2.5,1158531496
68,91630,3,1342219808
20,2746,4.5,1054147419
68,86833,3.5,1320032077
66,671,4,1113190242
29,3578,5,1362016881
21,3489,3.5,1419794797
51,555,4.5,1230932592
19,3082,2,965703061
23,1214,4,1107341579
88,79132,4.5,1331421494
18,6870,4,1456780831
68,2108,3,1230498355
19,1569,3,965706683
28,1221,4,1234338282
28,2490,4.5,1234516086
100,933,4,1100184156
18,47,4.5,1455050013
45,2096,4,950726215
66,4585,4,1113189059
52,60684,4,1468051599
20,317,3.5,1054038283
19,842,2,965705347
62,6,4.5,1522190219
57,858,5,965795615
45,1198,4,950726408
93,380,5,942946091
91,58,2,1112710933
64,466,3.5,1161529425
91,2992,3.5,1112718036
66,1222,4.5,1093747612
52,34405,4.5,1468051595
66,172,3.5,1113188330
42,784,2,996221451
57,2429,1,972175536
8,253,5,839463509
57,3020,4,969754552
91,3070,5,1112718040
21,95738,3,1418063017
75,33493,0.5,1158967510
19,3497,2,965707137
42,1923,4,996218709
82,185,3,1084467840
51,339,4,1230929304
76,1367,1,1439169012
74,47629,4,1207500764
76,1148,0.5,1439168931
7,260,5,1106635933
81,318,3,845299677
84,1408,4,858772779
79,1261,5,975282070
10,63992,4.5,1455356863
28,47644,3,1236314716
96,2628,2,964773686
64,2502,4.5,1161519727
95,3424,4.5,1053153724
91,3275,4.5,1112713149
28,48783,2.5,1242032873
20,362,4,1054038216
4,1916,1,986934786
21,115877,3.5,1418063541
80,51080,4,1377309102
10,72407,3,1455356987
19,1970,3,965705240
73,78499,5,1464196177
89,167380,4.5,1520409150
74,858,5,1207501497
68,1089,3.5,1158532755
50,99114,3,1514238526
57,1269,4,965796373
19,410,2,965706683
89,128968,5,1520409399
64,2394,3.5,1161620709
36,1597,2,1100803701
57,2355,4,965796062
97,4643,4,1043382900
27,1920,2,962685711
47,5991,2,1496212058
10,74450,3,1455357541
57,382,2,972175120
28,7438,4,1234341377
47,8533,3.5,1496205491
43,349,3,848993694
89,96935,5,1520409652
68,6939,4,1267238420
35,185,5,830939521
84,902,4,858772779
50,1,3,1514238116
89,119155,4.5,1520408733
41,6953,3.5,1459367542
68,6753,3,1269123223
44,667,3,869252115
50,1204,4.5,1526329645
80,60030,4.5,1377391494
30,79132,5,1500370425
72,47,4.5,1217324851
18,1391,3,1455529835
64,3257,3.5,1161565824
62,8529,4.5,1521489778
89,109596,4,1520409083
57,1584,3,965798731
47,4878,0.5,1496211868
66,3108,4.5,1113190044
16,2490,3,1377476611
52,1210,5,1468051109
64,344,3.5,1161520033
38,161,4,841341249
68,7137,3.5,1261086324
62,174053,5,1525637282
63,5349,0.5,1443200379
41,116897,5,1459367741
56,786,4,835799457
63,293,3.5,1443199772
18,2421,3,1455749739
61,1653,4.5,1145531727
41,30825,3,1458940181
22,2300,4,1268330627
21,589,3.5,1418846818
51,2762,5,1230929240
68,1777,4,1158532793
95,2396,4,1105400670
24,1220,3.5,1458941742
66,2000,3.5,1093747744
98,38038,5,1532458294
82,4718,3.5,1084465082
11,356,5,901200263
20,1848,3,1054038355
68,2046,3,1261623821
64,1208,5,1161521096
1,2193,4,964981710
58,223,3,847719088
51,3638,3.5,1230930158
78,27904,0.5,1252575324
24,4701,3.5,1458941858
68,95,3.5,1158532180
45,1282,5,950726185
68,3264,3,1261623703
21,103384,4,1403460773
66,954,4,1099187566
100,1380,4,1100184348
91,608,3.5,1112713222
59,2944,5,953610077
91,3893,3,1112716655
30,1198,5,1500370343
68,5049,2,1158535069
5,247,5,847435337
73,2706,3.5,1464267308
1,2985,4,964983034
50,104913,2.5,1514239233
8,231,4,839463470
83,1653,3.5,1333841950
68,5378,3,1158531696
16,4011,3,1377477891
10,88810,3,1455399281
18,2542,4.5,1456584499
40,203,5,832059474
63,1387,3,1443200100
16,1247,4,1377477535
68,1479,4,1158535133
71,208,2,864738913
28,1527,4.5,1234336847
65,1036,3,1494767212
19,541,4,965703555
68,68358,4,1252727913
79,377,4,975282070
95,4370,3.5,1105401170
64,1513,4,1161565629
41,8949,4,1459367644
42,2628,3,996220790
82,1690,3.5,1084463836
80,5388,4,1377306417
84,1380,4,860397426
33,778,4,939647370
21,2115,4,1403460900
43,168,5,848994102
42,3861,3,996213058
57,2006,3,965798397
62,67734,4,1523045470
11,208,3,902154706
15,122924,1,1510573305
68,54503,3.5,1198454505
38,585,3,841341570
68,253,2.5,1158531739
34,6378,4.5,1162050501
57,2616,2,969754707
90,81,3,856354174
83,48774,5,1333169048
19,1798,1,965712048
73,56775,3.5,1464198842
58,440,4,847718786
68,2087,3.5,1158535415
45,2006,5,950740549
68,1961,2.5,1158531027
89,143031,5,1520409090
63,47,4,1443201084
42,3248,2,996256339
50,96079,2.5,1514238937
68,1345,3,1230498603
21,66934,0.5,1419794430
20,2700,4.5,1054038561
76,2959,4.5,1439165676
98,69644,1.5,1532457605
68,2539,2,1158533762
68,95218,3.5,1357084122
19,2040,2,965706728
91,8581,4,1112711427
66,2302,3.5,1113188325
84,1196,4,858772153
24,63113,3,1458941780
27,1021,4,962685525
21,73858,1.5,1418063012
64,32,4,1161520763
52,7361,3.5,1468051580
89,2539,2,1520408529
28,3702,3.5,1234337751
91,1517,3.5,1112713476
79,3576,4,975282009
48,1320,4,1127128731
22,4878,1.5,1268726600
50,171759,3,1514240171
20,4378,3.5,1054037158
74,1219,4.5,1207501896
57,410,2,972174771
91,3535,4,1112718017
80,84152,4.5,1377309007
68,1614,2.5,1269122093
42,1617,2,996218105
16,48394,4,1377477809
32,912,5,856737165
25,1198,5,1535470495
91,5582,2.5,1112717355
19,1702,3,965704331
39,608,5,974788126
80,80489,4.5,1377307920
58,141,3,847718894
68,50658,4,1233376648
52,54997,5,1468051963
42,4262,5,996258510
68,60756,2.5,1269123243
64,4023,1,1161565992
78,377,3.5,1252575197
63,1200,2.5,1443199762
7,4844,1.5,1161738352
50,81018,3,1514496830
19,2072,2,965707518
21,142536,2.5,1452051867
19,2719,2,965705383
91,7482,4,1112711513
21,31433,3.5,1427558524
55,2427,0.5,1312747741
20,1029,4.5,1054038189
95,3019,5,1043340112
4,1225,4,964539326
4,4020,3,986848856
1,590,4,964982546
57,3259,3,972175764
18,26614,3.5,1485297353
6,262,5,845554551
95,608,4.5,1069614364
95,293,4.5,1069614359
64,31878,4,1161530878
21,99532,1.5,1418063469
50,1387,3,1527542352
51,93,3,1230931640
28,1245,3.5,1234338202
24,69406,3,1458941342
80,3534,3.5,1377307778
68,4973,2,1158531456
58,474,5,847718851
89,177765,2,1520408282
94,161,4,843406732
50,8253,3.5,1523750949
82,1387,2,1084467982
94,364,4,843406765
18,1240,4,1455618100
86,59315,4,1344083069
18,166015,3.5,1534786448
26,356,3,836950483
49,47099,4.5,1493093082
36,2581,2.5,1100803667
73,96821,4,1464199314
18,160438,3,1473361651
8,150,4,839463422
72,1357,4,1217323427
91,2987,4,1112713428
62,91542,5,1521489748
64,595,3.5,1161520447
73,119145,4.5,1464282948
28,53953,1,1234335379
57,1704,3,972172431
64,2018,3.5,1161620718
44,141,3,869251861
1,1214,4,964981855
33,2333,4,939647370
68,1267,2,1158535378
74,4034,3.5,1207501269
55,2393,0.5,1312747735
41,4014,3.5,1459368459
68,40629,4,1198454393
10,8969,3.5,1455302697
58,708,5,847719464
16,1198,3.5,1377476852
68,2640,3.5,1158531936
30,1210,5,1500370347
51,8533,5,1230930740
62,51662,4.5,1521489885
17,1228,4.5,1326943248
18,745,4,1460242118
40,19,2,832059137
50,5021,3,1514239736
84,1088,3,860398568
41,6373,4,1459368556
50,1921,3,1514238846
96,367,5,964773672
62,2,4,1528843890
37,153,3,845239426
21,364,4,1418063557
74,4103,4,1207500973
51,7983,5,1230931767
29,2301,4,1307905970
51,1267,4,1230929680
66,1270,3,1093747585
42,2433,3,996220225
50,356,3,1514238146
19,798,2,965710019
62,103772,4,1523788898
98,71264,3.5,1532457585
91,1682,4,1112713540
91,1036,4,1112713347
47,68932,3.5,1496208561
68,3593,0.5,1269122274
91,92,2,1112716903
28,635,3,1242288183
91,344,3,1112713227
73,4979,5,1464267271
62,122886,4,1521488723
89,176805,4,1520409006
58,327,4,847719285
90,141,3,856353996
19,2672,3,965704033
66,1284,5,1099187922
89,88,2,1520408790
94,329,4,843406707
21,8636,3,1441826943
68,2023,3.5,1158533286
41,5989,4,1458939704
5,36,4,847435292
99,325,2,829828006
68,317,2.5,1158533037
28,53972,2.5,1242032400
44,849,3,869252088
58,350,4,847718786
63,77800,5,1443200243
57,1100,2,969754781
45,2311,4,950740918
19,1257,3,965705725
58,616,4,847719271
42,4509,5,996259334
24,50,4,1458942023
30,260,5,1500370339
19,3203,2,965710957
27,1588,2,962685470
51,26680,3.5,1230931737
23,1425,3,1107342166
51,1690,3,1230932397
69,3552,5,1021644663
19,2387,3,965706907
93,2094,4,942946588
7,1220,4.5,1106635464
76,99114,4,1439168587
91,173,3.5,1112710917
6,240,3,845555571
45,671,4,950724840
74,4546,4.5,1207500425
19,3454,2,965703458
19,1923,4,965705784
21,2273,3.5,1412967978
68,2115,4,1271544860
63,3578,3,1443199923
42,3120,4,996256020
28,64497,3,1234850172
62,6058,3.5,1525555043
26,344,3,836950286
30,95510,5,1500370369
57,95,3,969754664
64,4223,3.5,1161559740
47,171011,3,1496206929
57,1047,4,969755119
62,72011,3.5,1522096089
21,1918,3.5,1418847014
6,468,4,845553907
21,8644,4,1418063518
59,1086,4,953610338
74,47423,4,1207500015
27,2565,5,965149694
45,2492,4,1020803365
50,8143,3.5,1527106239
9,5872,3,1044656962
74,3006,4,1207501062
20,2987,5,1054038485
33,36,5,939715317
1,1620,4,964983056
21,103819,1.5,1376823528
19,1584,3,965703628
1,608,5,964982931
73,122892,5,1464282953
60,318,4,1393542053
68,45722,4.5,1158531258
40,159,3,832059770
68,1994,2.5,1230498177
42,1499,2,996256339
89,34332,4.5,1520409451
19,1297,4,965706140
95,1527,5,1043339507
27,911,5,965149512
21,1721,3.5,1418846922
19,2338,1,965705347
100,223,3.5,1100185924
75,34405,4,1158967581
65,1246,4,1494767216
74,1230,5,1207501321
68,1527,3,1158531651
62,356,5,1521822306
64,1784,3,1161521182
1,2414,3,964982513
28,3508,4.5,1234338748
19,353,5,965711267
76,2571,4,1439165565
89,116817,4.5,1520409357
69,1196,5,1021643068
17,5782,4,1305696779
66,1616,3,1113188502
89,916,3.5,1520408299
57,2406,4,965798373
42,2735,4,996260113
89,37444,4,1520409658
69,4876,3,1021645393
20,1030,3,1054038374
35,11,4,830939577
18,1247,4.5,1455050172
89,132584,3.5,1520409081
21,41566,3,1468113305
74,26578,4,1207501220
97,3555,4,1043382848
36,3861,2,1100803848
82,6702,3.5,1084467134
1,593,4,964983793
52,1196,4,1468051103
45,2355,5,950728148
63,81229,4,1443200311
5,596,5,847435292
42,1127,4,996258299
6,250,4,845555588
50,122918,1,1514239279
100,1639,3.5,1100184117
32,74,4,856736316
89,3022,2,1520408342
89,124273,4.5,1520408923
5,344,3,847434802
68,63131,4.5,1240092709
93,2321,4,942767181
68,142488,4.5,1526947627
85,1207,5,889468122
66,6238,3,1113190432
89,68793,4,1520408807
91,3727,4.5,1112711593
20,2770,2.5,1054036192
42,4541,4,996260018
21,38038,1.5,1468114330
91,151,3,1112710950
42,276,4,996221323
43,10,4,848993747
21,858,2.5,1376823648
19,3662,3,965703646
84,377,4,858772009
62,91529,5,1521488726
18,2268,4,1456672532
99,281,5,829828006
57,3253,3,969753400
68,724,3,1261623297
84,1090,4,858772239
41,2712,5,1459368540
52,51662,5,1468051345
82,4238,3,1084467365
92,2398,4,1294941484
68,4638,2,1158533676
45,2712,3,1121724840
51,4518,3.5,1230931983
57,1257,3,969753400
68,41724,4.5,1240093546
23,4226,4.5,1107163706
33,296,5,939717613
68,4963,3.5,1158531698
91,653,2.5,1112710875
20,1566,4.5,1054038231
81,47,3,845299983
68,2001,3,1230497781
18,6365,3.5,1455750315
24,457,3.5,1458941545
83,1090,1.5,1333842149
91,1676,4,1112713669
84,50,4,857653594
70,529,4.5,1355198219
88,1193,5,1331421346
64,4878,4,1161520780
33,1059,4,939716519
20,596,4.5,1054038175
68,45501,3.5,1267239173
24,318,4.5,1458941989
95,589,4,1043340485
89,164226,4.5,1520409181
6,662,3,845556147
21,2993,4.5,1403460828
1,1500,4,964980985
73,112290,3.5,1464282984
18,673,3,1455735781
97,5420,3,1047481371
68,1485,3.5,1158533634
6,207,4,845554024
53,922,5,1237748084
50,837,2.5,1514239044
63,30810,2.5,1443200208
1,1196,5,964981827
28,3147,2.5,1234570479
62,3948,4,1521490259
66,3444,4.5,1113190624
19,1717,3,965705195
74,1252,5,1207501373
82,163,4,1084521290
57,1222,4,969754290
42,122,3,996221451
84,914,4,858772733
19,1396,3,965703627
62,78772,1,1523788913
19,849,2,965704033
68,6595,4,1158535753
82,3623,2.5,1084465105
36,904,3.5,1100803350
19,2232,3,965703756
51,39183,5,1230929886
6,46,4,845554551
66,51255,4,1182723476
16,913,4,1377477016
63,1213,4,1443201226
68,56336,2,1261622964
70,1288,4,1355198452
28,1645,2.5,1242033151
43,339,4,848993769
89,2294,3.5,1520408531
78,53972,1.5,1252574724
21,160872,0.5,1468113939
33,866,4,939715591
19,2026,2,965705322
91,1262,3.5,1112712861
52,48774,3.5,1468051522
95,5247,4,1043339852
89,4886,4.5,1520408523
53,481,5,1237748105
68,1028,2.5,1158533303
8,590,5,839463422
33,475,4,939715904
23,454,2.5,1107342160
68,32031,2.5,1269123640
43,1356,5,848995341
66,6188,3.5,1113190478
10,7375,4,1455303057
83,1291,1,1333842438
52,86892,5,1468051226
19,1920,3,965704331
82,6266,3,1084466508
17,318,5,1305696465
51,1011,1.5,1230931465
21,33794,3.5,1441826836
21,56775,3.5,1427558186
9,5378,3,1044656811
18,2291,4,1455748560
68,6755,1.5,1269123340
33,1633,4,939715591
55,673,0.5,1312747701
91,1580,3.5,1112711168
68,34048,2,1158532246
38,17,3,841341494
20,1010,3,1054038376
6,775,3,845556462
50,1732,3.5,1527371218
19,2446,2,965711873
6,548,3,845554908
28,48774,3,1234335493
51,2942,2,1230930252
32,345,5,856737044
57,2947,4,965795650
91,1278,4.5,1112713087
23,1175,4,1107163646
18,87232,4,1455051166
68,2808,3.5,1269122723
68,6287,2,1158535240
4,1967,5,945078967
91,588,3.5,1112711205
64,1777,4,1161528823
80,87232,4,1377309028
43,711,5,848994814
28,39444,3.5,1242290492
68,2431,3.5,1158535787
57,1711,3,965797640
3,3210,0.5,1306463638
50,1206,4,1514238074
33,608,4,939647444
91,4105,4,1112711645
84,1367,3,857653444
64,1391,3.5,1161521644
27,1010,2,962686260
91,316,4,1112713249
67,68157,4,1501273924
69,4643,4,1021645486
42,4084,4,996215096
62,8914,4.5,1521489108
66,589,4,1104643949
28,4878,4,1234335490
33,1280,5,939716738
93,761,4,942946677
14,448,3,835442201
89,135777,4.5,1520409425
62,53464,3,1525554739
50,115203,3,1514240319
89,146684,5,1520409464
91,1073,3,1112713298
45,2108,2,951170390
20,4246,5,1054037200
34,1391,1,1162050209
68,7022,3.5,1261623246
68,54997,4.5,1208744668
28,6534,2.5,1234516304
36,2359,4.5,1100803669
93,1377,4,942946445
51,3481,5,1230929476
72,2634,4,1217323832
86,6377,4.5,1344082872
68,2581,3.5,1158535103
18,177593,4.5,1534007386
19,3175,4,965703727
82,3703,4,1084465110
17,2005,4,1305696258
64,2450,2,1161565437
68,485,2.5,1158533833
64,1407,3.5,1161521696
27,455,3,962685569
82,1377,2.5,1084465293
19,3826,1,965702843
17,541,3.5,1322628857
47,112804,5,1496205128
75,515,2,1158989888
68,180,2.5,1269121607
68,77561,4,1273861471
28,34319,3,1234516113
16,3741,4,1377477903
34,6721,4.5,1166463676
57,2987,3,965796062
42,1619,3,996219752
89,80549,2,1520408562
41,1721,5,1458939738
50,139644,3,1527108261
28,2951,3,1234515633
45,50872,5,1193288853
50,143859,2,1514239713
29,1939,4,1362016593
47,2908,3.5,1496205857
84,762,1,857653349
91,16,4.5,1112710867
6,516,4,845554908
45,2174,3,1020802309
89,153408,4,1520409445
42,1307,4,996258165
6,631,4,845555265
68,6659,3,1158535153
34,1721,0.5,1162048752
12,2100,3.5,1247263337
64,110,4,1161520230
17,48394,4.5,1322629142
68,6934,3.5,1158531776
22,33004,1,1268726235
84,1296,4,858773054
18,68073,4.5,1455749814
55,2407,3,1312747682
45,1356,4,950740918
68,56941,2,1240093954
62,106489,5,1521490444
91,6283,4.5,1112711118
68,5617,3.5,1268687622
5,110,4,847434880
66,3254,3.5,1113188411
57,933,4,965796716
68,7451,3.5,1268849041
6,881,3,845556340
47,88405,1,1496210193
21,1036,3.5,1418063296
66,1302,4.5,1113188364
24,1653,3,1458941019
42,168,3,996220383
1,2033,5,964982903
52,54503,4,1468051751
63,1965,4.5,1443200361
44,605,1,869252901
76,158,0.5,1439168954
83,58559,5,1332839815
25,7153,5,1535470418
5,290,5,847435311
21,69122,3.5,1500701830
89,131826,3.5,1520408951
50,1199,4,1527799718
4,1213,4,945079729
91,2916,4.5,1112711113
91,368,3,1112713426
95,2692,4,1044744647
66,1326,0.5,1113189117
1,3386,5,964983484
15,143385,3,1510572581
91,6219,3,1112717313
64,3030,4,1161531362
78,6537,1,1252574781
45,1676,4,950740565
83,5291,4,1332839904
29,87306,4.5,1309585079
63,78499,4,1443200970
63,33794,3.5,1443199905
57,1378,3,965798609
68,53972,3,1208743400
